" "," "," ","0 Years","1 Years","2 Years","3 Years","4 Years","5 Years","6 Years","7 Years","8 Years","9 Years","10 Years","11 Years","12 Years","13 Years","14 Years","15 Years","16 Years","17 Years","18 Years","19 Years","20 Years","21 Years","22 Years","23 Years","24 Years","25 Years","26 Years","27 Years","28 Years","29 Years","30 Years","31 Years","32 Years","33 Years","34 Years","35 Years","36 Years","37 Years","38 Years","39 Years","40 Years","41 Years","42 Years","43 Years","44 Years","45 Years","46 Years","47 Years","48 Years","49 Years","50 Years","51 Years","52 Years","53 Years","54 Years","55 Years","56 Years","57 Years","58 Years","59 Years","60 Years","61 Years","62 Years","63 Years","64 Years","65 Years","66 Years","67 Years","68 Years","69 Years","70 Years","71 Years","72 Years","73 Years","74 Years","75 Years","76 Years","77 Years","78 Years","79 Years","80 Years","81 Years","82 Years","83 Years","84 Years","85 Years","86 Years","87 Years","88 Years","89 Years","0-4 Years","5-9 Years","10-14 Years","15-19 Years","20-24 Years","25-29 Years","30-34 Years","35-39 Years","40-44 Years","45-49 Years","50-54 Years","55-59 Years","60-64 Years","65-69 Years","70-74 Years","75-79 Years","80-84 Years","85-89 Years","Under 15 Years","Under 16 Years","Under 18 Years","Under 20 Years","15-39 Years","15-49 Years","15-59 Years","40-64 Years","15-64 Years","15 Years and Over","16 Years and Over","18 Years and Over","20 Years and Over","60 Years and Over","65 Years and Over","75 Years and Over","80 Years and over","85 Years and Over","90 Years and over"
" "," ",2016,878,961,984,978,951,845,784,714,706,666,611,678,572,684,754,973,969,998,1814,2053,2049,1994,2531,2890,2990,3110,2934,2839,2605,2451,2265,2042,1764,1656,1399,1337,1251,1131,1017,962,895,871,861,831,737,730,620,566,513,499,466,411,461,443,418,431,400,343,388,373,439,368,354,315,314,273,275,253,231,171,140,126,95,96,74,67,65,57,53,31,40,20,26,17,11,13,13,13,8,6,4752,3715,3299,6807,12454,13939,9126,5698,4195,2928,2199,1935,1790,1203,531,273,114,53,11766,12739,14706,18573,48024,55147,59281,13047,61071,63255,62282,60315,56448,3974,2184,450,177,63,10
" "," ",2017,927,1048,1029,992,1006,958,851,832,794,753,728,697,693,682,806,968,939,929,1574,1803,1624,1568,2000,2405,2567,2615,2659,2664,2577,2520,2240,2098,1822,1692,1619,1479,1358,1258,1103,1037,969,923,930,818,849,737,664,593,550,514,500,477,470,431,424,364,417,339,360,376,420,390,341,329,334,299,257,219,198,180,149,114,94,80,80,66,69,64,51,37,29,33,21,26,23,16,18,10,8,5,5002,4188,3606,6213,10164,13035,9471,6235,4489,3058,2302,1856,1814,1153,517,287,132,57,12796,13764,15632,19009,45118,52665,56823,13519,58637,60799,59831,57963,54586,3976,2162,492,205,73,16
" "," ",2018,949,1046,1046,1037,1011,1006,787,845,769,741,719,674,644,632,716,931,831,925,1461,1482,1556,1525,1905,2193,2395,2552,2680,2562,2532,2424,2317,2086,1791,1770,1625,1524,1457,1267,1268,1162,1010,993,899,885,822,776,712,642,585,537,478,423,409,386,383,365,351,370,328,311,369,348,320,315,323,292,245,222,172,185,143,120,85,92,78,63,37,51,58,47,32,27,25,24,17,18,18,10,12,6,5089,4148,3385,5630,9574,12750,9589,6678,4609,3252,2079,1725,1675,1116,518,256,125,64,12622,13553,15309,18252,44221,52082,55886,13340,57561,59658,58727,56971,54028,3772,2097,463,207,82,18
"Departures","Female",2002,861,499,462,437,417,388,445,379,380,406,424,368,351,323,344,299,357,443,716,651,734,1207,1515,1594,1564,1516,1387,1347,990,968,950,822,858,743,661,634,578,637,535,543,518,433,461,428,373,382,382,342,337,345,328,295,317,309,263,238,195,176,162,165,159,140,137,101,118,138,96,97,99,70,74,57,59,56,66,46,48,33,39,39,22,26,21,16,12,14,12,6,5,5,2676,1998,1810,2466,6614,6208,4034,2927,2213,1788,1512,936,655,500,312,205,97,42,6484,6783,7583,8950,22249,26250,28698,7104,29353,30536,30237,29437,28070,1838,1183,371,166,69,27
" "," ",2003,804,480,432,406,391,382,382,410,381,378,390,375,360,357,368,332,340,417,725,695,787,1179,1490,1620,1617,1496,1304,1185,989,913,835,776,770,670,644,523,552,529,452,535,457,445,447,425,385,346,329,362,331,328,348,305,270,258,276,267,198,184,211,169,156,163,137,134,121,142,120,105,87,94,75,70,68,70,47,48,45,41,41,30,25,27,20,22,17,16,12,8,10,5,2513,1933,1850,2509,6693,5887,3695,2591,2159,1696,1457,1029,711,548,330,205,111,51,6296,6628,7385,8805,21375,25230,27716,7052,28427,29699,29367,28610,27190,1983,1272,394,189,78,27
" "," ",2004,956,502,424,450,432,381,452,396,431,402,408,476,459,444,423,375,395,477,808,880,1000,1326,1714,1722,1691,1580,1398,1179,991,970,919,828,809,760,647,620,592,552,550,599,551,479,488,416,423,380,346,374,366,330,327,302,290,267,258,248,261,201,201,171,171,156,164,133,125,127,126,114,95,76,87,75,55,68,54,53,50,38,45,34,14,28,21,26,14,24,3,13,8,3,2764,2062,2210,2935,7453,6118,3963,2913,2357,1796,1444,1082,749,538,339,220,103,51,7036,7411,8283,9971,23382,27535,30061,7428,30810,32087,31712,30840,29152,2026,1277,400,180,77,26
" "," ",2005,968,600,462,522,495,452,509,483,528,494,573,523,539,511,493,437,467,563,901,916,1047,1557,1872,1872,1956,1891,1568,1364,1124,1065,955,883,848,838,749,717,732,659,637,602,615,607,553,453,481,416,418,422,388,376,327,334,347,291,321,284,297,269,236,215,170,175,140,150,128,156,116,120,90,83,104,73,64,45,57,49,47,37,46,30,34,19,22,21,18,17,12,8,11,9,3047,2466,2639,3284,8304,7012,4273,3347,2709,2020,1620,1301,763,565,343,209,114,57,8152,8589,9619,11436,26220,30949,33870,8413,34633,35945,35508,34478,32661,2075,1312,404,195,81,24
" "," ",2006,919,595,518,559,542,505,535,465,464,477,532,493,503,446,478,444,424,625,939,860,924,1414,1781,1987,1908,1729,1644,1322,1164,1043,1002,938,857,849,783,774,718,743,633,640,565,579,559,510,513,479,445,426,384,397,400,363,343,316,331,289,245,281,236,197,198,152,138,122,109,124,105,108,92,84,71,73,63,60,55,46,47,48,38,23,23,23,22,26,18,19,13,10,9,7,3133,2446,2452,3292,8014,6902,4429,3508,2726,2131,1753,1248,719,513,322,202,112,58,8031,8475,9524,11323,26145,31002,34003,8577,34722,35950,35506,34457,32658,1947,1228,393,191,79,21
" "," ",2007,942,685,593,569,541,506,542,476,517,516,485,571,506,447,442,449,455,596,959,847,899,1354,1959,2037,2012,1864,1729,1473,1260,1138,958,1000,951,910,889,813,770,764,747,730,662,582,533,557,550,525,476,457,417,436,445,412,405,329,348,308,271,259,269,226,202,155,172,119,111,125,127,115,101,117,73,82,53,59,51,61,39,40,49,35,26,25,21,22,15,15,13,10,6,7,3330,2557,2451,3306,8261,7464,4708,3824,2884,2311,1939,1333,759,585,318,224,109,51,8338,8787,9838,11644,27563,32758,36030,9226,36789,38097,37648,36597,34791,2067,1308,405,181,72,21
" "," ",2008,972,729,672,645,620,507,637,562,569,554,613,585,609,529,462,485,453,654,958,950,1013,1494,1820,2093,2114,2108,1869,1551,1315,1225,1113,985,985,916,939,883,829,808,814,723,726,642,610,611,644,554,544,520,494,452,458,452,418,411,346,359,311,307,273,288,212,179,166,133,132,146,126,115,101,79,91,70,74,68,64,53,39,41,26,37,26,25,16,15,13,14,11,12,7,7,3638,2829,2798,3500,8534,8068,4938,4057,3233,2564,2085,1538,822,567,367,196,95,51,9265,9750,10857,12765,29097,34894,38517,10242,39339,40633,40148,39041,37133,2116,1294,360,164,69,18
" "," ",2009,1034,778,679,659,628,564,563,561,571,583,559,582,515,529,539,479,487,657,1011,1008,1031,1467,1868,2092,2095,2127,1891,1571,1499,1277,1089,1009,927,941,821,867,844,812,801,747,676,659,587,608,612,587,553,522,517,493,489,454,429,391,370,320,334,318,302,264,224,236,192,160,138,125,108,105,122,88,98,81,61,51,57,66,44,59,27,41,37,22,18,24,22,11,13,11,8,6,3778,2842,2724,3642,8553,8365,4787,4071,3142,2672,2133,1538,950,548,348,237,123,49,9344,9823,10967,12986,29418,35232,38903,10435,39853,41182,40703,39559,37540,2279,1329,433,196,73,24
" "," ",2010,910,664,552,540,464,441,513,433,468,414,446,469,424,434,352,401,397,589,860,789,878,1303,1652,1742,1807,1762,1724,1563,1302,1152,1015,933,824,744,676,634,732,670,618,600,556,550,472,539,461,408,469,446,452,421,383,365,363,328,325,316,261,272,259,273,213,196,182,135,117,121,105,95,93,105,76,88,64,63,64,40,48,39,30,48,32,28,26,22,26,18,14,8,5,7,3130,2269,2125,3036,7382,7503,4192,3254,2578,2196,1764,1381,843,519,355,205,134,52,7524,7925,8911,10560,25367,30141,33286,8762,34129,35409,35008,34022,32373,2123,1280,406,201,67,15
" "," ",2011,1087,714,674,682,643,524,520,549,499,492,489,480,500,450,461,463,478,633,1067,971,1036,1590,2033,2132,1984,2044,1969,1800,1573,1374,1174,1095,999,880,834,742,803,707,757,743,656,627,583,551,531,515,542,549,501,479,407,453,434,378,394,371,346,307,258,257,242,243,215,174,132,128,142,119,92,84,91,83,69,68,62,44,52,36,54,38,43,29,29,21,24,23,16,14,5,12,3800,2584,2380,3612,8775,8760,4982,3752,2948,2586,2066,1539,1006,565,373,224,146,70,8764,9227,10338,12376,29881,35415,39020,10145,40026,41425,40962,39851,37813,2405,1399,461,237,91,21
" "," ",2012,1084,936,781,756,738,610,640,577,592,536,541,548,572,540,539,478,545,800,1181,1140,1268,1867,2232,2381,2231,2095,1999,1869,1683,1490,1373,1180,1084,982,903,862,824,798,712,796,740,700,669,633,527,556,583,594,561,553,509,493,457,438,413,415,375,324,333,275,246,220,193,189,169,160,143,119,96,120,90,92,73,55,71,55,44,38,40,38,31,29,29,18,17,17,12,11,15,7,4295,2955,2740,4144,9979,9136,5522,3992,3269,2847,2310,1722,1017,638,381,215,124,62,9990,10468,11813,14134,32773,38889,42921,11165,43938,45376,44898,43553,41232,2455,1438,419,204,80,18
" "," ",2013,1056,872,781,771,734,637,647,575,550,545,535,521,555,497,528,507,525,728,1195,1086,1220,1670,2308,2267,2212,1960,1887,1730,1641,1414,1240,1176,1062,955,804,808,678,706,701,643,633,632,561,615,537,561,517,461,534,505,478,471,454,443,403,375,377,332,300,260,261,214,208,173,169,156,132,99,110,98,80,83,66,71,56,52,49,50,36,30,36,36,17,18,25,24,12,13,8,6,4214,2954,2636,4041,9677,8632,5237,3536,2978,2578,2249,1644,1025,595,356,217,132,63,9804,10311,11564,13845,31123,36679,40572,10474,41597,42985,42478,41225,38944,2413,1388,437,220,88,25
" "," ",2014,966,687,557,614,557,510,505,485,441,411,405,386,380,423,421,377,452,586,1014,899,988,1421,1815,1937,1884,1718,1693,1554,1328,1254,1114,1049,876,804,698,671,596,617,612,546,519,522,501,459,465,449,419,375,438,408,449,439,360,384,347,371,342,313,326,272,239,247,192,168,172,188,171,138,110,105,83,89,71,81,78,69,58,62,53,35,35,24,27,20,24,21,12,13,7,15,3381,2352,2015,3328,8045,7547,4541,3042,2466,2089,1979,1624,1018,712,402,277,130,68,7748,8125,9163,11076,26503,31058,34661,9176,35679,37286,36909,35871,33958,2625,1607,493,216,86,18
" "," ",2015,841,538,505,470,502,466,427,381,399,360,360,342,322,297,331,327,329,489,938,833,931,1355,1604,1805,1763,1853,1688,1469,1273,1205,1081,983,888,675,645,588,569,521,483,518,428,442,476,382,413,364,390,360,357,358,364,328,360,338,309,298,298,283,288,238,226,221,170,159,144,173,139,149,144,112,75,80,73,83,51,52,50,44,34,24,26,21,26,28,23,18,12,10,4,8,2856,2033,1652,2916,7458,7488,4272,2679,2141,1829,1699,1405,920,717,362,204,124,52,6541,6868,7686,9457,24813,28783,31887,7994,32807,34289,33962,33144,31373,2402,1482,403,199,75,23
" "," ",2016,815,508,487,434,433,419,415,418,375,373,294,313,308,303,295,299,326,496,986,811,920,1284,1515,1746,1813,1811,1787,1557,1361,1147,1039,876,848,742,671,568,607,519,488,458,447,413,406,404,396,357,359,357,297,331,284,333,358,312,283,284,263,307,240,258,235,225,188,172,151,161,156,153,120,100,95,83,72,73,71,67,48,51,56,30,28,27,19,22,23,17,16,7,10,5,2677,2000,1513,2918,7278,7663,4176,2640,2066,1701,1570,1352,971,690,394,252,119,55,6190,6489,7311,9108,24675,28442,31364,7660,32335,33864,33565,32743,30946,2500,1529,445,193,74,19
" "," ",2017,794,501,526,472,462,407,442,416,379,364,322,323,310,317,250,288,347,510,915,871,861,1230,1484,1715,1852,1886,1832,1655,1455,1330,1104,1023,889,752,688,615,562,555,518,464,447,403,409,404,408,386,372,333,341,335,303,314,338,326,322,331,271,229,272,256,241,236,234,178,152,164,157,127,147,125,115,89,83,81,66,66,64,49,45,32,43,36,23,19,21,20,23,7,8,10,2755,2008,1522,2931,7142,8158,4456,2714,2071,1767,1603,1359,1041,720,434,256,142,68,6285,6573,7430,9216,25401,29239,32201,7841,33242,34886,34598,33741,31955,2685,1644,490,234,92,24
" "," ",2018,910,563,465,465,484,418,442,395,400,372,315,347,273,312,289,301,313,529,950,828,911,1317,1619,1844,2005,2110,1965,1884,1592,1536,1294,1132,1018,906,762,693,640,598,538,519,452,437,466,404,421,407,379,397,350,360,320,329,324,319,342,336,288,323,307,283,244,263,201,202,163,195,147,155,135,126,115,105,95,86,68,62,58,61,58,48,32,31,26,31,16,13,20,8,19,9,2887,2027,1536,2921,7696,9087,5112,2988,2180,1893,1634,1537,1073,758,469,287,136,69,6450,6751,7593,9371,27804,31877,35048,8317,36121,37863,37562,36720,34942,2815,1742,515,228,92,23
" ","Male",2002,871,518,504,452,467,426,427,421,433,384,427,385,392,346,312,321,372,468,736,781,753,1154,1406,1552,1617,1567,1485,1452,1129,1068,969,951,849,797,787,720,688,638,668,639,539,518,489,492,434,422,369,382,379,368,366,310,316,348,265,271,222,205,199,180,132,139,119,126,118,128,101,88,92,76,77,67,60,61,51,40,34,33,23,28,19,20,11,14,7,12,5,8,2,7,2812,2091,1862,2678,6482,6701,4353,3353,2472,1920,1605,1077,634,485,316,158,71,34,6765,7086,7926,9443,23567,27959,30641,7708,31275,32356,32035,31195,29678,1715,1081,280,122,51,17
" "," ",2003,907,498,461,432,395,407,387,370,370,397,424,419,396,379,361,301,376,474,775,963,916,1202,1377,1520,1624,1575,1438,1318,1062,973,963,869,789,783,719,687,691,612,571,582,590,501,525,436,422,431,383,382,342,321,323,309,287,293,288,292,241,195,210,178,148,154,139,115,105,122,118,94,99,74,59,77,48,60,68,38,45,32,28,29,25,13,20,14,11,6,1,4,3,1,2693,1931,1979,2889,6639,6366,4123,3143,2474,1859,1500,1116,661,507,312,172,83,15,6603,6904,7754,9492,23160,27493,30109,7610,30770,31876,31575,30725,28987,1767,1106,287,115,32,17
" "," ",2004,993,530,471,455,457,413,443,420,399,408,479,524,540,434,420,411,423,611,861,1071,1184,1529,1619,1795,1836,1691,1561,1391,1139,1030,988,967,847,762,789,755,630,691,595,592,628,608,533,505,459,402,409,384,387,375,307,344,340,305,265,275,261,215,167,176,186,161,157,128,110,131,98,117,90,88,83,76,67,58,52,53,35,33,32,32,18,18,16,16,14,12,5,3,6,4,2906,2083,2397,3377,7963,6812,4353,3263,2733,1957,1561,1094,742,524,336,185,82,30,7386,7797,8831,10763,25768,30458,33113,8087,33855,35027,34616,33582,31650,1914,1172,312,127,45,15
" "," ",2005,1031,616,523,540,522,494,481,509,476,560,573,598,557,527,496,477,543,645,932,1086,1297,1698,1858,1962,2025,1957,1710,1580,1243,1191,1099,987,935,928,886,849,723,718,646,718,657,645,607,523,543,478,457,426,423,398,363,349,345,348,329,293,312,295,223,210,174,172,158,143,134,139,139,110,90,80,91,79,65,62,49,47,51,29,30,23,21,21,16,17,14,9,9,5,4,1,3232,2520,2751,3683,8840,7681,4835,3654,2975,2182,1734,1333,781,558,346,180,89,28,8503,8980,10168,12186,28693,33850,36917,9005,37698,38912,38435,37247,35229,1995,1214,310,130,41,13
" "," ",2006,962,638,590,519,533,490,492,541,492,518,556,564,571,531,530,475,536,675,1004,953,1017,1500,1874,1884,1970,1850,1749,1596,1394,1202,1068,1013,1009,961,876,869,783,738,678,671,718,647,638,646,588,535,485,452,483,436,418,381,366,333,325,328,314,277,239,221,198,186,137,137,131,139,141,101,77,91,73,70,60,54,50,44,50,34,37,28,18,17,19,9,15,11,7,4,2,5,3242,2533,2752,3643,8245,7791,4927,3739,3237,2391,1823,1379,789,549,307,193,78,29,8527,9002,10213,12170,28345,33973,37175,9619,37964,39134,38659,37448,35491,1959,1170,314,121,43,14
" "," ",2007,979,678,611,652,608,567,536,502,581,511,498,594,529,530,502,517,547,648,964,923,958,1499,1874,2147,2128,2048,1804,1676,1361,1295,1150,1127,1028,947,998,963,907,891,808,754,699,669,737,681,622,582,588,519,515,483,491,435,416,396,344,353,301,300,277,277,225,201,175,149,127,140,113,117,81,87,82,70,55,59,52,38,45,34,26,24,20,15,12,5,12,8,12,7,4,8,3528,2697,2653,3599,8606,8184,5250,4323,3408,2687,2082,1508,877,538,318,167,64,39,8878,9395,10590,12477,29962,36057,39647,10562,40524,41665,41148,39953,38066,2018,1141,285,118,54,15
" "," ",2008,1042,778,669,707,666,533,621,567,578,527,609,629,630,579,609,550,599,710,1033,1076,1075,1459,1887,2155,2276,2297,2007,1791,1600,1425,1199,1143,1099,1042,1109,1021,952,874,898,863,780,768,716,730,665,669,609,584,577,514,486,482,470,399,377,386,350,325,322,259,284,213,191,163,164,138,117,110,99,106,106,52,66,56,58,41,25,32,37,26,31,26,18,19,10,7,3,3,4,2,3862,2826,3056,3968,8852,9120,5592,4608,3659,2953,2214,1642,1015,570,338,161,104,19,9744,10294,11603,13712,32140,38752,42608,11483,43623,44826,44276,42967,40858,2218,1203,295,134,30,11
" "," ",2009,1099,831,716,633,634,615,612,581,591,618,636,610,663,563,520,536,607,701,1072,1136,1268,1684,1944,2114,2246,2253,2092,1836,1624,1499,1281,1132,1025,1021,994,946,948,935,848,790,764,723,713,743,691,634,648,590,519,572,532,471,425,407,361,362,337,304,304,286,261,250,204,192,156,148,120,106,87,108,86,75,72,63,56,61,36,35,40,30,33,13,14,19,21,11,6,6,5,5,3913,3017,2992,4052,9256,9304,5453,4467,3634,2963,2196,1593,1063,569,352,202,100,33,9922,10458,11766,13974,32532,39129,42918,11449,43981,45248,44712,43404,41196,2330,1267,346,144,44,11
" "," ",2010,937,620,554,513,498,484,481,387,428,444,398,439,493,452,430,449,453,636,1004,976,943,1374,1609,1824,1873,1904,1946,1676,1542,1338,1183,1086,914,919,804,809,758,806,741,689,674,580,642,575,569,552,536,546,451,464,452,404,377,393,345,364,284,291,247,269,231,198,212,154,105,132,100,111,99,88,77,70,70,61,47,47,34,36,23,26,23,24,18,11,17,8,8,11,7,5,3122,2224,2212,3518,7623,8406,4906,3803,3040,2549,1971,1455,900,530,325,166,93,39,7558,8007,9096,11076,28256,33845,37271,9915,38171,39334,38885,37796,35816,2063,1163,308,142,49,10
" "," ",2011,1057,781,732,719,689,566,623,524,542,524,495,555,523,536,515,485,529,745,1100,1073,1249,1861,2100,2287,2262,2268,2266,2108,1867,1611,1463,1252,1099,993,907,917,877,810,809,777,793,774,696,687,621,619,620,647,580,521,504,489,462,467,424,372,365,300,294,275,269,247,213,177,146,139,126,111,96,109,84,81,62,66,53,47,38,37,36,28,33,23,25,15,18,19,14,6,4,6,3978,2779,2624,3932,9759,10120,5714,4190,3571,2987,2346,1606,1052,581,346,186,114,49,9381,9866,11140,13313,33715,40273,44225,11562,45277,46565,46080,44806,42633,2340,1288,361,175,61,12
" "," ",2012,1192,904,842,795,776,736,677,609,628,556,588,606,541,564,531,507,647,794,1197,1309,1441,2017,2377,2489,2483,2439,2218,2207,1890,1730,1551,1355,1241,1012,929,976,886,924,876,847,863,766,756,684,684,675,666,619,658,621,585,575,511,507,460,453,367,380,327,318,279,260,226,201,181,151,119,107,112,91,96,74,77,67,60,46,46,32,26,30,27,26,24,8,11,9,6,6,4,7,4509,3206,2830,4454,10807,10484,6088,4509,3753,3239,2638,1845,1147,580,374,180,96,32,10545,11052,12493,14999,36342,43334,47817,12622,48964,50238,49731,48290,45784,2421,1274,320,140,44,12
" "," ",2013,1110,842,793,739,755,774,622,638,574,590,560,569,555,530,534,535,548,805,1212,1182,1394,1908,2257,2348,2376,2272,1999,1819,1714,1526,1371,1253,1123,962,871,826,797,730,771,670,711,698,681,607,559,602,538,563,540,550,501,469,454,400,412,396,352,340,314,305,235,238,217,182,148,165,147,110,108,89,94,88,72,52,51,37,53,42,44,25,22,22,21,19,21,6,7,12,8,5,4239,3198,2748,4282,10283,9330,5580,3794,3256,2793,2236,1707,1020,619,357,201,105,38,10185,10720,12073,14467,33269,39318,43261,11012,44281,45616,45081,43728,41334,2355,1335,359,158,53,15
" "," ",2014,999,662,598,588,568,552,525,470,441,458,411,454,429,438,428,421,473,704,1077,962,1024,1412,1780,1857,1945,1892,1824,1602,1420,1341,1213,1083,904,878,778,704,657,656,561,614,568,570,546,492,485,499,445,435,426,427,382,369,359,362,333,307,291,274,261,254,225,213,186,166,171,179,155,133,124,108,86,80,75,81,58,57,60,35,46,30,21,24,17,22,14,14,4,7,7,8,3415,2446,2160,3637,8018,8079,4856,3192,2661,2232,1805,1387,961,699,380,228,98,40,8021,8442,9619,11658,27782,32675,35867,9046,36828,38287,37866,36689,34650,2420,1459,380,152,54,14
" "," ",2015,895,591,540,522,482,441,450,451,406,394,366,342,373,346,372,313,399,527,966,865,929,1360,1574,1770,1956,1868,1826,1684,1431,1260,1118,1106,902,836,667,655,564,612,513,465,497,477,476,484,448,405,376,381,380,362,328,348,329,294,312,296,279,266,238,224,210,191,169,142,141,173,128,128,150,102,110,96,79,58,71,57,48,48,24,24,23,18,24,13,15,18,15,8,7,5,3030,2142,1799,3070,7589,8069,4629,2809,2382,1904,1611,1303,853,681,414,201,93,53,6971,7284,8210,10041,26166,30452,33366,8053,34219,35681,35368,34442,32611,2315,1462,367,166,73,20
" "," ",2016,874,576,468,456,481,448,445,434,349,374,323,361,280,308,349,369,362,522,1023,816,983,1242,1536,1819,1898,1997,1929,1735,1486,1277,1175,1074,930,808,716,638,637,547,524,465,456,429,445,430,469,397,404,359,347,343,344,317,312,299,296,307,242,246,240,252,225,225,183,189,149,167,154,129,115,117,112,70,78,70,65,63,65,49,44,26,25,17,16,21,18,13,13,11,6,3,2855,2050,1621,3092,7478,8424,4703,2811,2229,1850,1568,1287,971,682,395,247,97,46,6526,6895,7779,9618,26508,30587,33442,7905,34413,35895,35526,34642,32803,2453,1482,405,158,61,15
" "," ",2017,908,519,429,467,484,393,459,426,384,360,301,351,291,336,333,324,317,536,994,872,938,1289,1578,1823,1886,2042,1961,1910,1560,1405,1215,1092,952,834,834,715,658,570,502,510,487,442,472,446,400,438,427,416,368,403,367,327,317,360,290,294,234,257,252,232,209,204,189,179,160,166,142,154,120,124,105,74,79,69,52,73,53,35,52,31,30,33,20,24,17,11,13,8,4,3,2807,2022,1612,3043,7514,8878,4927,2955,2247,2052,1661,1269,941,706,379,244,124,39,6441,6765,7618,9484,27317,31616,34546,8170,35487,36984,36660,35807,33941,2438,1497,412,168,44,5
" "," ",2018,976,565,480,516,502,458,433,403,381,406,370,329,318,334,274,296,324,572,997,834,1075,1352,1740,1970,2155,2330,2247,2162,1930,1696,1440,1182,1106,995,874,783,703,641,608,549,551,507,484,469,416,434,453,405,403,344,362,351,362,330,325,325,279,280,256,243,221,251,216,218,133,180,155,138,134,135,127,101,84,68,61,63,57,41,41,50,36,29,27,15,16,13,6,9,8,7,3039,2081,1625,3023,8292,10365,5597,3284,2427,2039,1730,1383,1039,742,441,252,123,43,6745,7041,7937,9768,30561,35027,38140,8618,39179,40793,40497,39601,37770,2653,1614,431,179,56,13
"Table information:"
"Units:"
"Number, Magnitude = Units"
""
"Footnotes:"
"The standard error indicates the uncertainty of the provisional migration estimate. For example, the 95 percent confidence interval is +/-1.96 standard errors."
"These intervals reflect the model uncertainty, not the extent of future revisions to provisional data. Standard errors are non-additive."
"Owing to rounding, individual figures may not sum to stated totals."
" "
"Symbols:"
".. figure not available"
"C: Confidential"
"E: Early Estimate"
"P: Provisional"
"R: Revised"
"S: Suppressed"
""
"Status flags are not displayed"
""
"Table reference: "
"ITM417AA"
""
"Last updated:"
"14 May 2020 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
